ECM Titanium Exported Map
PROJ: Volkswagen_EDC17C46_INTERNAL-FLASH _2025_10_12_11_15_33
DRV : T947_878.DRT
MAP : Ladedruck #1
Addr: 0x06766A
Size: 15x16
Unit: hPa
RPM|mm3/Stk;0,00;4,00;6,00;8,00;10,00;12,00;15,00;20,00;25,00;30,00;35,00;40,00;45,00;50,00;55,00;60,00
1000;550;570;580;590;600;600;600;600;625;650;950;1250;1250;1250;1250;1250
1250;550;570;580;600;630;650;680;680;715;750;1042;1333;1373;1400;1425;1450
1500;550;570;580;640;730;740;770;890;1007;1093;1200;1348;1495;1550;1600;1650
1750;550;570;580;690;770;810;850;1010;1140;1249;1340;1525;1730;1835;1895;1900
2000;550;570;580;720;800;820;910;1080;1219;1337;1470;1640;1855;1945;2000;2010
2250;550;590;610;740;810;850;950;1120;1264;1377;1502;1676;1890;1965;2000;2005
2500;550;603;630;750;820;870;985;1160;1289;1398;1485;1663;1870;1940;1995;2000
2750;575;645;680;770;830;880;1010;1200;1293;1406;1480;1626;1805;1900;1950;1950
3000;600;670;705;780;835;890;1030;1200;1300;1400;1480;1595;1780;1835;1895;1895
3250;625;687;718;795;840;895;1040;1180;1278;1375;1475;1589;1743;1798;1848;1848
3500;650;710;740;810;840;900;1050;1170;1260;1350;1475;1590;1705;1760;1800;1800
3750;675;731;759;790;845;905;1040;1160;1230;1300;1440;1580;1675;1723;1755;1760
4000;700;752;778;780;850;910;1020;1150;1200;1250;1400;1550;1645;1685;1710;1720
4250;700;752;778;780;850;910;1000;1150;1175;1200;1355;1510;1583;1603;1615;1620
4500;700;752;778;780;850;910;1000;1150;1175;1200;1335;1470;1520;1520;1520;1520
